Time=0 | UART TX = 1 | send_uart = 0 | bits_sent = xxxx | Distance =     0
Time=31565067000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   234
Time=31669242000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   234
Time=31773417000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   234
Time=31877592000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=31981767000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=32005185000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   234
Time=32005269000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=32085942000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=32190117000 | UART TX = 1 | send_uart = 0 | bits_sent = 0001 | Distance =   234
Time=32294292000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   234
Time=32398467000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   234
Time=32502642000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   234
Time=32606817000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   234
Time=32710992000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   234
Time=32815167000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   234
Time=32919342000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=33005349000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   234
Time=33005432000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=33023517000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=33127692000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=33231867000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   234
Time=33336042000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   234
Time=33440217000 | UART TX = 1 | send_uart = 0 | bits_sent = 0011 | Distance =   234
Time=33544392000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   234
Time=33648567000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   234
Time=33752742000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   234
Time=33856917000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   234
Time=33961092000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=34005512000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   234
Time=34005595000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=34065267000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=34169442000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=34273617000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   234
Time=34377792000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   234
Time=34481967000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   234
Time=34586142000 | UART TX = 1 | send_uart = 0 | bits_sent = 0100 | Distance =   234
Time=34690317000 | UART TX = 0 | send_uart = 0 | bits_sent = 0101 | Distance =   234
Time=34794492000 | UART TX = 0 | send_uart = 0 | bits_sent = 0110 | Distance =   234
Time=34898667000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   234
Time=35002842000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=35005675000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   234
Time=35005759000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=35107017000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=36005839000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   234
Time=36005922000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=36044592000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=36148767000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   234
Time=36252942000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   234
Time=36357117000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   234
Time=36461292000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   234
Time=36565467000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   234
Time=36669642000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   234
Time=36773817000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   234
Time=36877992000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=36982167000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=37006002000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   234
Time=37006085000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=37086342000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=37190517000 | UART TX = 1 | send_uart = 0 | bits_sent = 0001 | Distance =   234
Time=37294692000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   234
Time=37398867000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   234
Time=37503042000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   234
Time=37607217000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   234
Time=37711392000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   234
Time=37815567000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   234
Time=37919742000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=38006165000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   234
Time=38006249000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=38023917000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=38128092000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=38232267000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   234
Time=38336442000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   234
Time=38440617000 | UART TX = 1 | send_uart = 0 | bits_sent = 0011 | Distance =   234
Time=38544792000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   234
Time=38648967000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   234
Time=38753142000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   234
Time=38857317000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   234
Time=38961492000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=39006329000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   234
Time=39006412000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=39065667000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=39169842000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=39274017000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   234
Time=39378192000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   234
Time=39482367000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   234
Time=39586542000 | UART TX = 1 | send_uart = 0 | bits_sent = 0100 | Distance =   234
Time=39690717000 | UART TX = 0 | send_uart = 0 | bits_sent = 0101 | Distance =   234
Time=39794892000 | UART TX = 0 | send_uart = 0 | bits_sent = 0110 | Distance =   234
Time=39899067000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   234
Time=40003242000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=40006492000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   234
Time=40006575000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=40107417000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=41006655000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   234
Time=41006739000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=41044992000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=41149167000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   234
Time=41253342000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   234
Time=41357517000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   234
Time=41461692000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   234
Time=41565867000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   234
Time=41670042000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   234
Time=41774217000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   234
Time=41878392000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=41982567000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=42006819000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   234
Time=42006902000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=42086742000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=42190917000 | UART TX = 1 | send_uart = 0 | bits_sent = 0001 | Distance =   234
Time=42295092000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   234
Time=42399267000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   234
Time=42503442000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   234
Time=42607617000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   234
Time=42711792000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   234
Time=42815967000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   234
Time=42920142000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=43006982000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   234
Time=43007065000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=43024317000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=43128492000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=43232667000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   234
Time=43336842000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   234
Time=43441017000 | UART TX = 1 | send_uart = 0 | bits_sent = 0011 | Distance =   234
Time=43545192000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   234
Time=43649367000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   234
Time=43753542000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   234
Time=43857717000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   234
Time=43961892000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=44007145000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   234
Time=44007229000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=44066067000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=44170242000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=44274417000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   234
Time=44378592000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   234
Time=44482767000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   234
Time=44586942000 | UART TX = 1 | send_uart = 0 | bits_sent = 0100 | Distance =   234
Time=44691117000 | UART TX = 0 | send_uart = 0 | bits_sent = 0101 | Distance =   234
Time=44795292000 | UART TX = 0 | send_uart = 0 | bits_sent = 0110 | Distance =   234
Time=44899467000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   234
Time=45003642000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=45007309000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   234
Time=45007392000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=45107817000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=46007472000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   234
Time=46007555000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=46045392000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=46149567000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   234
Time=46253742000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   234
Time=46357917000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   234
Time=46462092000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   234
Time=46566267000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   234
Time=46670442000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   234
Time=46774617000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   234
Time=46878792000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=46982967000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=47007635000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   234
Time=47007719000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=47087142000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=47191317000 | UART TX = 1 | send_uart = 0 | bits_sent = 0001 | Distance =   234
Time=47295492000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   234
Time=47399667000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   234
Time=47503842000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   234
Time=47608017000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   234
Time=47712192000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   234
Time=47816367000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   234
Time=47920542000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=48007799000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   234
Time=48007882000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=48024717000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=48128892000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=48233067000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   234
Time=48337242000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   234
Time=48441417000 | UART TX = 1 | send_uart = 0 | bits_sent = 0011 | Distance =   234
Time=48545592000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   234
Time=48649767000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   234
Time=48753942000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   234
Time=48858117000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   234
Time=48962292000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=49007962000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   234
Time=49008045000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=49066467000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=49170642000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=49274817000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   234
Time=49378992000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   234
Time=49483167000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   234
Time=49587342000 | UART TX = 1 | send_uart = 0 | bits_sent = 0100 | Distance =   234
Time=49691517000 | UART TX = 0 | send_uart = 0 | bits_sent = 0101 | Distance =   234
Time=49795692000 | UART TX = 0 | send_uart = 0 | bits_sent = 0110 | Distance =   234
Time=49899867000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   234
Time=50004042000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=50008125000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   234
Time=50008209000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=50108217000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=51008289000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   234
Time=51008372000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=51045792000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=51149967000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   234
Time=51254142000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   234
Time=51358317000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   234
Time=51462492000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   234
Time=51566667000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   234
Time=51670842000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   234
Time=51775017000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   234
Time=51879192000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   234
Time=51983367000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=52008452000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   234
Time=52008535000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=52087542000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   234
Time=52191717000 | UART TX = 1 | send_uart = 0 | bits_sent = 0001 | Distance =   234
Time=52295558000 | UART TX = 1 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=52295892000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=52400067000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=52504242000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=52608417000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=52712592000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=52795142000: Second Distance = 400 cm
Time=52816767000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=52920942000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=53008615000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   400
Time=53008699000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=53025117000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=53129292000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=53233467000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=53337642000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=53441817000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=53545992000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=53650167000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=53754342000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=53858517000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=53962692000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=54008779000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   400
Time=54008862000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=54066867000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=54171042000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=54275217000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=54379392000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=54483567000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=54587742000 | UART TX = 1 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=54691917000 | UART TX = 0 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=54796092000 | UART TX = 0 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=54900267000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=55004442000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=55008942000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   400
Time=55009025000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=55108617000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=56009105000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   400
Time=56009189000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=56046192000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=56150367000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=56254542000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=56358717000 | UART TX = 1 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=56462892000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=56567067000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=56671242000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=56775417000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=56879592000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=56983767000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=57009269000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   400
Time=57009352000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=57087942000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=57192117000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=57296292000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=57400467000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=57504642000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=57608817000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=57712992000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=57817167000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=57921342000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=58009432000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   400
Time=58009515000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=58025517000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=58129692000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=58233867000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=58338042000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=58442217000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=58546392000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=58650567000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=58754742000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=58858917000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=58963092000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=59009595000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   400
Time=59009679000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=59067267000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=59171442000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=59275617000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=59379792000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=59483967000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=59588142000 | UART TX = 1 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=59692317000 | UART TX = 0 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=59796492000 | UART TX = 0 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=59900667000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=60004842000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=60009759000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   400
Time=60009842000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=60109017000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=61009922000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   400
Time=61010005000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=61046592000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=61150767000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=61254942000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=61359117000 | UART TX = 1 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=61463292000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=61567467000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=61671642000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=61775817000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=61879992000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=61984167000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=62010085000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   400
Time=62010169000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=62088342000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
